,FEED1MASSFLOW,FEED1TEMP,PROD1MASSFLOW,PROD1TEMP,E1FOULING,E2FOULING,PROD1E1IN,PROD1OUT,FEED1E1OUT,FEED1OUT
0,10550.0,14.2625,49740.0,124.9875,0.002067079,0.002161089,121.1615719112304,116.47738822356649,36.07876949538223,54.155791967982
1,15250.0,12.1625,34620.0,119.9025,0.002625767,0.000963133,109.98548827156816,104.8223488645744,23.902412909377006,46.36349984544461
2,22590.0,17.0375,20540.0,94.6575,0.000952389,0.001736701,87.08196161084203,76.52762010385726,26.618866467925784,33.43583282309743
3,19770.0,20.7375,27820.0,118.5975,0.001178013,0.002110055,112.09972184423077,101.84281758959446,35.107752677303324,44.23107821331911
4,20990.0,10.1125,27580.0,121.7925,0.001529879,0.000595151,105.73885311749154,96.58389072866657,22.170748856783973,43.216066175237415
5,29590.0,31.5375,50940.0,95.1075,0.002042905,0.000742881,89.4439721170769,86.74291270060019,36.295995289717496,45.9691921387963
6,28350.0,10.9625,35260.0,100.8225,0.001460043,0.001999929,95.3763746130025,88.36983409409049,19.684315860750587,26.446982787616037
7,10530.0,16.2875,41180.0,125.7075,0.000299691,0.001280081,121.47911050422641,108.25253175133895,67.84624983808487,84.53242570772966
8,15870.0,16.1875,55900.0,92.5875,0.001443927,0.002475351,90.31176347822372,86.36104996900207,30.03734235328966,37.98918810399505
9,22910.0,30.6125,50660.0,95.2425,0.000777799,0.000697219,90.12029219028074,84.75466594063806,42.44540172809246,53.694281601997886
10,23270.0,13.4125,34500.0,93.3525,0.000297005,0.002727835000000001,90.11398713567502,77.11680511473509,32.60225940166299,37.365112662856575
11,16010.0,20.2125,28740.0,131.4675,0.002018731,0.002719777,125.48813161092323,117.4645053286772,34.642889047690005,45.425048591844984
12,27210.0,34.7625,50420.0,95.6475,0.000689161,0.002010673,93.17968928155881,87.35445995769396,45.472050710776045,50.01428534622272
13,12510.0,34.33750000000001,51020.0,129.8475,0.002711719,0.000955075,123.69676684486211,120.46167815800254,47.532948124530776,72.80517619731557
14,19010.0,24.2625,38340.0,123.9975,0.000460851,0.002620395,120.36958021835142,106.79563460120698,51.5713752160604,58.91583524900733
15,22150.0,26.0375,55300.0,131.5575,0.002161089,0.002080509,127.40815536103554,123.06794016110831,36.76211102680975,47.1761171623649
16,19690.0,28.6875,54900.0,93.1275,0.002727835000000001,0.002169147,90.67667363253389,88.5204252298218,34.654423121322,41.432220482702235
17,14290.0,28.2625,22300.0,105.7275,0.001126979,0.002427003,100.55130734208012,91.33418779313627,42.62540985006859,50.65875863794963
18,29450.0,10.8375,34020.0,106.8075,0.002384027,0.001932779,100.41400507645562,94.9680415610058,17.11915136424892,24.501875312112986
19,24410.0,17.0875,28460.0,90.6975,0.0007187070000000001,0.000278203,78.18307421452988,69.78655337745431,26.840134054939938,41.295305601713835
20,19450.0,26.5875,21780.0,96.7725,0.001081317,0.002139601,91.17902870762049,82.36951346174834,36.35544576113733,42.56944776260343
21,27770.0,29.1875,32740.0,90.2475,0.001317685,0.002800357,87.24043874363252,81.79304353603686,35.544133082656856,39.060479305741865
22,23030.0,31.4125,41220.0,104.7375,0.0004957690000000001,0.0008637510000000001,98.87343883322046,89.92993965226981,47.28358162357347,57.73206405390198
23,18590.0,12.4375,40740.0,120.7575,0.001454671,0.000705277,110.35455848858084,103.34180125057998,27.808176366413534,50.56760950554656
24,15370.0,20.5875,43700.0,123.6375,0.000761683,0.001454671,118.49185788008589,108.95541526165908,47.63502378855793,62.31078619790583
25,23510.0,16.3875,21980.0,125.7975,0.002435061000000001,0.002182577,116.34709038545071,107.87448258241676,24.41684805101187,33.25387438069157
26,17290.0,25.7875,56980.00000000001,113.1075,0.001406323,0.001492275,109.24309162586019,104.56213862866889,40.88517795529606,53.58372979577496
27,29150.0,25.5875,25180.0,107.3475,0.001153839,0.002330307,101.46261810832402,91.91337097342301,33.766555725636636,38.81977278252151
28,27890.0,30.7375,56540.0,105.9525,0.000820775,0.001215617,101.82730359106603,95.87801459992926,42.70958305629239,51.02902148032996
29,10630.0,29.3875,27220.0,127.3275,0.0009953650000000002,0.000780485,117.91499029637822,107.86069860852518,55.04997897610417,79.31709342437017
30,25430.0,19.6875,57100.0,102.3975,0.000560233,0.002142287,99.69214876388094,91.62825836313755,37.66481881541722,43.69869704845229
31,17010.0,10.7125,42780.0,127.9575,0.000769741,0.001994557,123.00940009047298,111.83058774240749,38.89354687645891,51.3800444113279
32,20170.0,27.3875,23300.0,95.5575,0.000358783,0.001352603,89.18639619703663,77.02258544919192,41.351532907097635,48.65651721143155
33,13350.0,24.1625,20620.0,113.5575,0.002792299000000001,0.000506513,98.489143894113,92.71561132982072,33.01354171286425,56.17985932982441
34,23430.0,14.2375,25940.0,104.0175,0.000272831,0.000855693,93.77119553445038,77.61781317156249,32.04521873077863,43.30814326128046
35,24490.0,28.4125,41380.0,124.5825,0.002040219,0.000922843,115.83531288106883,110.79010940864941,36.91252394941665,51.70101432397007
36,21170.0,32.3125,26460.0,101.8575,0.001865629,0.001403637,95.2191934935546,89.72712730296132,39.12435561916385,47.36404953705818
37,26330.0,27.6625,45500.0,99.6075,0.001186071,0.001806537,95.95041109664635,90.56446897281052,36.783284689373545,43.056569234397955
38,25610.0,24.9375,36380.0,114.6825,0.002754695000000001,0.000622011,103.35145250392509,99.30422329581035,30.562405256567672,46.58755041542389
39,29330.0,22.2625,53180.00000000001,119.5425,0.000764369,0.002797671000000001,116.60135060033463,107.80440645110747,38.16631537904141,43.49443824386901
40,15930.0,25.0625,23740.0,103.2975,0.002367911,0.0009470170000000001,93.68607468123707,88.28937945941055,33.03845948810067,47.26024542406839
41,11950.0,26.6125,45220.0,134.6175,0.002010673,0.002859449,131.2105994673787,125.97977498033822,46.47382064897107,59.48745839530284
42,18350.0,24.1375,31780.0,96.8175,0.001199501,0.002341051,92.93938879550723,86.21766577683218,35.69122768904106,42.354954490775356
43,17790.0,32.3625,37220.0,102.0825,0.000691847,0.002120799,98.87556801521032,91.07647231374125,48.55282854013603,55.229046390467715
44,29990.0,14.3625,42660.0,119.0025,0.000420561,0.001035655,111.18430748117822,97.10194720517637,34.330857217671735,45.427320984364826
45,27790.0,20.6875,42180.0,130.7925,0.001298883,0.000616639,118.47995129865825,110.71457165296187,32.46351263948833,51.20289157314238
46,18990.0,20.8625,35980.0,123.5025,0.002577419,0.002153031,117.79881444029303,112.64705891503883,30.64397112776959,41.45309979879198
47,29570.0,19.3375,50060.0,97.5375,0.002354481,0.002123485,94.07903033477817,90.89303661925265,24.853563877200315,30.658302944244895
48,17210.0,30.3375,23940.0,98.7075,0.001586285,0.001395579,92.04518653241706,85.73947309469952,39.038766986987184,48.238317261106204
49,14950.0,30.9875,24100.0,112.6575,0.000331923,0.0007939150000000001,103.85005550426553,89.79964220759695,53.44294696870162,67.63017395868684
50,19270.0,15.4125,48940.0,95.6925,0.001575541,0.000724079,89.13667659255748,84.88098182540034,26.185713031990133,42.68826451868017
51,12630.0,12.6875,41460.0,108.2025,0.001344545,0.001371405,102.91809771195369,96.68038633588247,33.09301304424457,50.346760005774
52,18270.0,28.5125,32380.0,90.7425,0.000917471,0.002609651,87.83657475176574,81.25196858789542,40.09346636783738,45.20263567666535
53,24970.0,26.4625,56620.0,128.6325,0.002537129,0.001975755,124.40491403485606,120.81173419214434,34.60527159385907,44.22357195030867
54,27010.0,30.3625,26060.0,124.7625,0.001817281,0.001210245,114.19863323494394,106.42429741544134,37.83294966513665,48.0254884868603
55,28690.0,28.7875,43260.0,119.2275,0.002580105,0.000828833,110.39330978347465,106.59221942225281,34.475818016975836,47.766839494754265
56,25530.0,28.2125,54140.0,122.7825,0.001486903,0.002703661,119.75666368550418,114.3707398876553,39.50095560664482,45.92285528757208
57,26810.0,10.5375,34420.0,114.0525,0.000853007,0.001970383,107.8687403697927,96.41039688526217,25.278584942799455,33.17909067093956
58,15290.0,14.8625,34460.0,101.9925,0.002059021,0.001032969,94.51997179426871,89.5122623719484,26.120330857238912,42.82525933222996
59,10010.0,22.0875,45380.0,124.3125,0.002679487,0.002918541,121.16970204151272,117.30123374238502,39.62227318154237,53.90101099117334
60,13750.0,10.8625,46700.0,106.2225,0.001970383,0.002287331,102.63001664922194,98.12429312110862,26.184350428024857,38.29884515967569
61,10090.0,18.8125,29500.0,113.4675,0.001422439,0.000549489,103.48166146039853,96.29408229861093,39.72576469109231,68.85942524646049
62,15270.0,18.6625,58500.0,114.8175,0.001905919,0.000632755,107.79736413987257,104.01986361812561,33.08781740375434,59.91105289973484
63,17710.0,11.1125,23900.0,98.4375,0.002714405,0.000476967,84.20612004801029,79.06339071381802,18.065528434091277,37.14965548836619
64,15910.0,33.96250000000001,51540.0,101.1375,0.002674115,0.002032161,98.40206696913691,96.01743494086918,41.62804059047187,50.43340985994905
65,14890.0,19.5625,35180.0,103.7025,0.001503019,0.000315807,92.5862928282935,87.02749927384372,32.60981866606352,58.7095101695449
66,23830.0,33.7625,49620.0,111.1725,0.001019539,0.001656121,107.4145270439862,101.49305024402321,46.01735592134469,53.818926126862266
67,15030.0,32.4375,34980.0,110.0025,0.001280081,0.000734823,102.49301160866611,96.44849422268697,46.41155301502312,63.841133774001264
68,29510.0,18.6875,46060.0,129.5775,0.002163775,0.0006703589999999999,117.95159049172821,112.92659683005525,26.562609688144164,44.727633512356135
69,23190.0,21.5375,36740.0,112.0275,0.000310435,0.000758997,103.78567522996303,89.95736510820183,43.331418493948604,56.344196590257184
70,10990.0,15.2875,22580.0,124.8075,0.002502211,0.002601593,117.75805067529154,109.89347612993981,31.255868789260035,45.74821038216271
71,12830.0,33.8125,42020.0,116.4375,0.002816473,0.002214809,112.79855861675844,109.47426002791997,44.63129592881995,56.53873199709528
72,20570.0,26.5125,30060.0,125.0775,0.0007966010000000001,0.002596221,120.03165136129968,107.58652211176519,44.637679569632326,52.028863855552174
73,27430.0,27.0375,51220.0,98.2125,0.002749323000000001,0.0008664370000000001,92.41619486878255,89.95800892827992,31.593489184122006,42.333493142844304
74,16330.0,20.0125,24300.0,126.3375,0.002888995,0.001696411,116.77299275297406,110.22092243818872,29.75762603457963,44.00111204899309
75,19570.0,25.6875,54340.0,130.3425,0.000646185,0.002878251,127.71491981155953,117.99048049817475,52.71899672917556,60.07255486666054
76,15310.0,28.0375,58020.00000000001,96.7275,0.000659615,0.000702591,92.7638830674756,87.43937353921183,48.131782889590795,63.07800500159681
77,17150.0,20.9375,29420.0,93.1725,0.001148467,0.001051771,86.43940039819233,79.64290996883159,32.52762081238302,43.98349077998438
78,27570.0,18.0625,22500.0,93.2625,0.000887925,0.001623889,85.91364519650529,75.83492969234578,26.344653075707754,32.279555513057915
79,27290.0,19.7625,47900.0,128.9925,0.000579035,0.001755503,123.9286180771204,111.76992562742078,41.09145430171043,50.01535818483171
80,12330.0,28.3125,35540.0,115.7175,0.000450107,0.000485025,108.08573672222894,97.54669054380247,58.699538775717826,80.75323888887607
81,21130.0,30.0875,44140.0,107.7525,0.002770811000000001,0.001341859,102.55123352700383,99.51542540475879,36.44588179380901,47.25045469794429
82,29170.0,12.4125,45660.0,120.4875,0.000576349,0.001707155,115.03662065445468,102.67517738312716,31.756035274669614,40.278692440318196
83,10050.0,14.5125,44060.0,112.2525,0.0006730449999999999,0.001188757,107.89990571755874,99.64421845266509,50.57833193554501,69.65462288140344
84,16370.0,21.1875,59420.0,94.9275,0.002416259,0.001067887,90.83443983903351,88.39712218376701,29.971883101947924,44.7113366208078
85,21750.0,25.2875,21340.0,123.3675,0.002862135,0.002880937,116.27725260529644,109.19434977569824,32.207257960742595,39.16249225345524
86,12950.0,19.7875,21820.0,131.3325,0.000686475,0.001484217,121.70288784686585,105.27280821813565,47.40642918880053,63.73281568194761
87,27750.0,32.1375,50260.0,109.7325,0.001387521,0.001532565,105.5216257599165,100.75220516912935,40.758001048035794,48.350183120805866
88,26630.0,32.6375,53540.0,127.8225,0.001736701,0.001570169,122.95451991742635,118.21406228285161,42.171069925218546,51.99420396822137
89,29770.0,13.0125,30860.0,100.0575,0.002029475,0.002811101,95.36762710094592,89.28477350277069,19.320138731011127,24.173326290788225
90,17930.0,25.3125,52420.0,103.2075,0.002158403,0.001519135,99.3226346773971,96.04891700828176,34.621074335802575,45.903013700304825
91,16310.0,25.8875,46780.0,107.6175,0.002730521,0.002263157,104.24696615150845,101.11125484665934,34.74823940232034,44.36152970170713
92,21610.0,18.3875,26220.0,130.6125,0.000407131,0.001078631,119.28608185074017,100.1799931252267,41.61265500938515,55.40709520672277
93,27370.0,12.3625,24660.0,123.8175,0.002187949,0.001938151,114.1743167206875,105.59174168329264,20.169721220866336,28.872410706298865
94,22810.0,20.6625,58820.0,112.7925,0.001623889,0.000611267,105.10614357323459,100.8566899585793,31.457879409547274,51.194424564964834
95,20510.0,21.7875,43460.0,132.3225,0.002582791,0.000646185,120.73976816875734,116.26337728131426,31.28063171387811,55.925553570713134
96,29910.0,22.1375,59980.0,113.2875,0.001255907,0.000514571,104.6794063712075,99.66534224626054,32.13475060720157,49.322287725361946
97,17030.0,30.5375,41500.0,110.7225,0.001089375,0.002835275,107.92794444940341,101.37638862071339,46.44646016526235,53.235717947148544
98,14130.0,21.5125,20220.0,103.9275,0.002590849,0.0009416450000000001,92.84507327844659,86.92404793701877,29.932377467777542,45.678308158424045
99,26990.0,28.1125,38380.0,131.7375,0.002628453,0.001500333,124.20298641687236,119.31784083963197,35.06788075381468,45.828034742388695
100,12210.0,12.9125,42580.0,128.4525,0.000511885,0.001357975,123.31276420339162,111.15405318178426,55.166020752791724,73.23257563100691
101,21950.0,27.9875,30500.0,132.5025,0.001057143,0.0009738770000000001,121.65691685188989,110.94526877276792,42.84970032763533,58.000863623062855
102,22890.0,11.9875,42940.0,91.5975,0.001390207,0.002550559,88.39465616219974,82.95945435183052,22.182375428099988,28.14891891706054
103,17110.0,34.1125,54740.0,126.1575,0.002534443,0.002432375,123.03667085367744,119.75276629294598,44.62344028246008,54.64492548136781
104,23610.0,20.5625,31180.0,113.0175,0.000839577,0.002872879,108.62411924367638,97.47518875264598,35.2160070186024,40.99458369638165
105,14930.0,32.5875,23100.0,104.1525,0.002735893,0.001105491,95.85361906430296,91.25381579225729,39.6462489004017,52.40683337833008
106,21390.0,22.9375,33460.0,111.9825,0.000264773,0.002612337,108.30229029287892,92.60116767812542,47.328724661916056,53.0703694585888
107,18110.0,28.9375,40940.0,91.4625,0.001653435,0.001178013,87.05142678890428,83.28460831606986,37.38986647457733,47.282139531425855
108,11510.0,27.5375,47300.0,94.6125,0.002883623,0.002510269,92.28051267833047,89.90192770408066,37.083869442924765,46.59232100870753
109,27690.0,17.9375,39900.0,123.0975,0.000904041,0.002228239,118.04159401749592,107.60611126554966,32.95872497226986,40.245249040751446
110,10710.0,20.9875,42140.0,120.2625,0.000254029,0.000436677,114.10367259545211,102.04446672921733,68.34192908356027,92.72609577155987
111,17050.0,22.5625,30020.0,94.7475,0.002287331,0.000882553,87.00276639479983,82.73393790949336,30.02951821274081,43.55590147102333
112,28510.0,16.0625,49700.0,119.4525,0.001172641,0.002480723,115.61955411822618,108.21911975283308,28.96108525009663,35.63708966645129
113,19730.0,15.4875,37100.0,99.3825,0.001476159,0.002206751,95.15515346743229,89.06223197993387,26.901285685241703,34.796019295311226
114,12110.0,25.1625,57820.0,95.2875,0.001309627,0.002166461,93.26541425595912,89.61504969646575,42.30945505204011,51.896935567843514
115,18930.0,17.7875,49860.0,99.2475,0.000844949,0.001156525,94.65065053207269,88.17560858664729,34.7832625919836,46.801389592802195
116,22690.0,24.4125,44860.0,103.2525,0.002341051,0.001691039,98.84534904496172,95.27593774956927,31.37529782583124,40.029573868640625
117,15090.0,17.8875,52580.0,103.5675,0.002851391,0.002915855,101.0120453190321,98.16858889030175,27.70890994778341,36.558561546879616
118,28610.0,17.5875,31020.0,133.3125,0.001551367,0.001223675,122.09387207303251,112.65043994428692,27.84728537524228,40.063600306524165
119,21990.0,27.2875,34220.0,111.4875,0.001161897,0.002848705,107.72785150609229,99.8447901243702,39.48550826500872,45.31161092203536
120,11010.0,26.0625,52260.0,100.2825,0.001435869,0.001159211,96.75802134807907,93.03552988544067,44.03295476253629,60.67524394546189
121,11430.0,27.1875,27180.0,134.1675,0.002829903,0.001390207,125.0402122259315,119.10434615940335,41.31140767265339,63.174090116737545
122,28230.0,33.0125,57060.00000000001,128.8575,0.002752009,0.0008073450000000001,121.15797006620915,118.1206827679407,39.11431070184324,54.73164998332629
123,19610.0,15.1375,21180.0,93.5325,0.001887117,0.000337295,78.51440529104775,72.23020240558941,21.914305083891804,38.014253123947526
124,12490.0,29.4125,33700.0,92.8575,0.000452793,0.000764369,88.07373591639066,80.24498393885295,50.30007571869021,63.142326200973
125,22050.0,18.5125,33620.0,94.0725,0.002402829,0.001422439,88.09502711758444,83.93347404449122,24.783603698700745,33.81908919175288
126,27470.0,13.4875,58140.0,121.6125,0.001889803,0.001887117,117.11847285341366,112.40076229049549,23.516756267982316,33.02736016054968
127,22430.0,21.8125,25980.0,126.6525,0.002115427,0.002077823,118.60816993408076,110.6856773252589,31.069158197268337,40.39832813461925
128,28570.0,33.1375,40300.0,122.4225,0.002204065,0.001409009,115.92344966011063,111.26085513595768,39.672303986490704,48.83982624630926
129,20830.0,28.7375,36060.0,102.7575,0.000622011,0.002478037000000001,99.53528856573809,90.3961416518867,44.443941342344885,49.989761317031366
130,19870.0,23.8875,31300.0,119.9475,0.001212931,0.000957761,110.26124957066861,101.53160281857606,37.56189256271733,52.7955431771004
131,19070.0,29.7375,48460.0,132.9075,0.0005011410000000001,0.002451177000000001,129.76983003993757,118.02590200008888,59.657935407637126,67.72035875473847
132,18750.0,20.7125,28860.0,106.0875,0.001003423,0.000511885,94.45581240902868,85.9139818297379,33.81020923418606,51.59824211875855
133,10850.0,24.2125,37740.0,105.8175,0.002061707,0.000310435,96.58139101463951,92.53362079215151,38.17562350621927,70.17117578396221
134,18030.0,23.9625,47020.0,97.5825,0.002741265,0.001355289,93.13680119223437,90.41226366334774,31.042254559297305,42.546451650764084
